EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 16-11-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
19008,200888,KLETKOVFJELL                            ,NO,+67:10:09,+015:01:48, 820,TG21,19580601,19880730,   22,Hans Olav Hygen                                   
19009,200701,SAELI II                                ,NO,+59:32:51,+008:25:14, 614,TG21,19641101,19740629,   22,Hans Olav Hygen                                   
19009,200889,SAELI I                                 ,NO,+59:32:48,+008:25:14, 594,TG21,19640901,19690629,   22,Hans Olav Hygen                                   
19010,199614,LAUDAL - KLEIVEN                        ,NO,+58:16:37,+007:26:20, 280,TG21,20160801,20221031,   22,Hans Olav Hygen                                   
19010,200679,KONSMO - HOEYLAND                       ,NO,+58:16:00,+007:22:50, 263,TG21,19920101,20160629,   22,Hans Olav Hygen                                   
19010,200890,KONSMO - EIKELAND                       ,NO,+58:15:00,+007:19:00, 260,TG21,19640701,19890530,   22,Hans Olav Hygen                                   
19010,901439,KONSMO-HOYLAND                          ,NO,+58:15:00,+007:19:00, 260, TG5,19820113,20201101,    -,Synoptical message from GTS
19011,200891,FUGLOEYKALVEN FYR                       ,NO,+70:19:00,+020:09:18,  37,TG21,19871001,20030429,   22,Hans Olav Hygen                                   
19012,111095,NAMDALSEID                              ,NO,+64:15:02,+011:12:01,  86,TG21,19820801,20001130,   22,Hans Olav Hygen                                   
19012,200892,NAMDALSEID - BOEGSET                    ,NO,+64:12:35,+011:12:07,  85,TG21,19670701,19820130,   22,Hans Olav Hygen                                   
19013,200718,HAUGASTOEL                              ,NO,+60:30:38,+007:52:21, 988,TG21,19401018,19760530,   22,Hans Olav Hygen                                   
19013,200893,HAUGASTOEL II                           ,NO,+60:31:06,+007:49:30, 996,TG21,19180701,19400629,   22,Hans Olav Hygen                                   
19014,199044,RV9 HOVDEN                              ,NO,+59:38:26,+007:27:19, 915,TG21,20130822,20221031,   22,Hans Olav Hygen                                   
19014,200896,BJAEN                                   ,NO,+59:38:25,+007:26:25, 901,TG21,19680601,19791230,   22,Hans Olav Hygen                                   
19015,199254,ROVERUD                                 ,NO,+60:15:12,+012:05:29, 170,TG21,20100101,20221031,   22,Hans Olav Hygen                                   
19015,200897,VINGER                                  ,NO,+60:13:10,+012:01:41, 175,TG21,19570101,20041230,   22,Hans Olav Hygen                                   
19016,199298,E18 HJORTNES                            ,NO,+59:54:39,+010:42:15,  20,TG21,20130104,20211003,   22,Hans Olav Hygen                                   
19016,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20121110,20211031,   22,Hans Olav Hygen                                   
19016,199451,OSLO - SOFIENBERG                       ,NO,+59:55:08,+010:45:43,  37,TG21,20160201,20221031,   22,Hans Olav Hygen                                   
19016,199691,E18 SANDVIKA                            ,NO,+59:53:31,+010:32:25,   3,TG21,20130104,20221031,   22,Hans Olav Hygen                                   
19016,200736,OSLO - OBSERVATORIET (VINDU)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19331230,   22,Hans Olav Hygen                                   
19016,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
19016,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
19016,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:56,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
19016,201020,OSLO - HAUSMANNSGT                      ,NO,+59:55:50,+010:45:15,  12,TG21,20120201,20120730,   22,Hans Olav Hygen                                   
19017,200899,BERKAK - LYNGHOLT                       ,NO,+62:49:22,+010:01:12, 475,TG21,19821001,20080929,   22,Hans Olav Hygen                                   
19017,901252,BERKAK-LYNGHOLT                         ,NO,+62:49:00,+010:01:00, 475, TG5,19821202,20080929,    -,Synoptical message from GTS
19018,200609,SANDSOEY I SENJA                        ,NO,+68:56:40,+016:39:18,  17,TG21,19570101,19630730,   22,Hans Olav Hygen                                   
19018,200900,SANDSOEY I SENJA II                     ,NO,+68:57:11,+016:39:23,  14,TG21,19630801,19660429,   22,Hans Olav Hygen                                   
19019,109673,SAUDA                                   ,NO,+59:38:54,+006:21:47,   5,TG21,19280308,20221031,   22,Hans Olav Hygen                                   
19019,200901,HYLSFJORDEN                             ,NO,+59:32:43,+006:21:41,  15,TG21,19761201,19901230,   22,Hans Olav Hygen                                   
19019,901424,SAUDA                                   ,NO,+59:39:00,+006:22:00,   6, TG5,19820114,20201101,    -,Synoptical message from GTS
19020,200902,OEVRE JERVAN                            ,NO,+63:20:35,+010:39:11, 176,TG21,19681201,19750629,   22,Hans Olav Hygen                                   
19021,200644,NERDAL I RANA                           ,NO,+66:15:42,+013:58:17,  31,TG21,19660901,19891030,   22,Hans Olav Hygen                                   
19021,200740,MO I RANA II                            ,NO,+66:19:40,+014:10:22,  25,TG21,19461021,19561230,   22,Hans Olav Hygen                                   
19021,200833,YTTEREN I RANA                          ,NO,+66:20:30,+014:07:40,  20,TG21,19411213,19460709,   22,Hans Olav Hygen                                   
19021,200903,MO I RANA                               ,NO,+66:18:29,+014:08:15,   8,TG21,19350617,19410629,   22,Hans Olav Hygen                                   
19022,200904,OESTFOLDTOPPEN                          ,NO,+59:37:59,+011:21:00, 290,TG21,19570501,19570730,   22,Hans Olav Hygen                                   
19023,200715,SELBU - BOGSTAD                         ,NO,+63:11:27,+011:05:15, 181,TG21,19761101,19790530,   22,Hans Olav Hygen                                   
19023,200907,SELBU                                   ,NO,+63:12:20,+011:06:39, 197,TG21,19570101,19760629,   22,Hans Olav Hygen                                   
19024,199056,RV70 GRAURA                             ,NO,+62:34:54,+009:12:48, 212,TG21,20150918,20221031,   22,Hans Olav Hygen                                   
19024,200908,SUNNDAL                                 ,NO,+62:33:00,+009:06:00, 195,TG21,19000101,19770530,   22,Hans Olav Hygen                                   
19025,199625,E6 MAJAVATN                             ,NO,+65:13:00,+013:22:05, 355,TG21,20151118,20221031,   22,Hans Olav Hygen                                   
19025,200910,FIPLINGVATN                             ,NO,+65:17:33,+013:32:00, 370,TG21,19981001,20070629,   22,Hans Olav Hygen                                   
19025,201026,MAJAVATN - KAPPFJELLI                   ,NO,+65:13:00,+013:22:00, 352,TG21,19351026,19620530,   22,Hans Olav Hygen                                   
19026,199391,TYNSET - HANSMOEN                       ,NO,+62:16:09,+010:43:54, 482,TG21,20020501,20221031,   22,Hans Olav Hygen                                   
19026,200595,TYNSET II                               ,NO,+62:16:51,+010:47:57, 482,TG21,19931116,19991201,   22,Hans Olav Hygen                                   
19026,200909,TYNSET - STOEEN                         ,NO,+62:18:07,+010:50:54, 483,TG21,19770901,19830330,   22,Hans Olav Hygen                                   
19026,200926,TYNSET                                  ,NO,+62:17:45,+010:44:13, 483,TG21,19570101,19770629,   22,Hans Olav Hygen                                   
19026,901265,TYNSET-HANSMOEN                         ,NO,+62:16:00,+010:43:59, 484, TG5,19820113,20201101,    -,Synoptical message from GTS
19027,200911,SVENNINGDAL                             ,NO,+65:26:29,+013:23:56, 121,TG21,19740901,19870629,   22,Hans Olav Hygen                                   
19028,200912,HATTFJELLDAL III                        ,NO,+65:35:47,+013:58:48, 221,TG21,19570101,19620130,   22,Hans Olav Hygen                                   
19028,200993,HATTFJELLDAL II                         ,NO,+65:35:35,+013:58:59, 208,TG21,19110101,19400429,   22,Hans Olav Hygen                                   
19028,201011,HATTFJELLDAL V                          ,NO,+65:35:16,+014:00:28, 214,TG21,19731001,19740227,   22,Hans Olav Hygen                                   
19029,200625,TINGVOLL II                             ,NO,+62:54:00,+008:13:00,  87,TG21,19550917,19570227,   22,Hans Olav Hygen                                   
19029,200769,TINGVOLL                                ,NO,+62:49:59,+008:18:01,  51,TG21,19321028,19550629,   22,Hans Olav Hygen                                   
19029,200914,TINGVOLL - HANEM                        ,NO,+62:50:26,+008:17:53,  69,TG21,19720701,20081129,   22,Hans Olav Hygen                                   
19030,200913,YTTERHOLMEN FYR                         ,NO,+66:00:50,+011:41:21,  30,TG21,19960426,20030625,   22,Hans Olav Hygen                                   
19031,200734,OFFERSOEY II                            ,NO,+68:18:41,+015:38:29,  20,TG21,19640501,19730730,   22,Hans Olav Hygen                                   
19031,200916,OFFERSOEY                               ,NO,+68:19:37,+015:37:21,  16,TG21,19570101,19640429,   22,Hans Olav Hygen                                   
19032,200915,OPPSTRYN                                ,NO,+61:55:55,+007:13:28, 201,TG21,19310104,19910130,   22,Hans Olav Hygen                                   
19033,109664,TORUNGEN FYR                            ,NO,+58:22:59,+008:47:30,  12,TG21,19110102,20221031,   22,Hans Olav Hygen                                   
19033,133016,LANDVIK                                 ,NO,+58:20:24,+008:31:21,   6,TG21,19570101,20221031,   22,Hans Olav Hygen                                   
19033,200917,GRIMSTAD                                ,NO,+58:20:27,+008:36:00,   7,TG21,19570101,19611129,   22,Hans Olav Hygen                                   
19034,200918,LYNGDAL I NUMEDAL                       ,NO,+59:54:30,+009:31:24, 288,TG21,19540614,20060830,   22,Hans Olav Hygen                                   
19034,901474,LYNGDAL I NUMEDAL                       ,NO,+59:54:00,+009:31:59, 288, TG5,19820114,20060831,    -,Synoptical message from GTS
19035,200920,ELVESETER                               ,NO,+61:42:02,+008:16:58, 674,TG21,19570101,19691230,   22,Hans Olav Hygen                                   
19036,200921,GREEN HARBOUR                           ,SJ,+78:02:56,+014:14:53,   4,TG21,19111201,19300914,   22,Hans Olav Hygen                                   
19037,200922,SUSENDAL - BJORMO                       ,NO,+65:30:42,+014:01:18, 265,TG21,19751201,19981230,   22,Hans Olav Hygen                                   
19038,199161,MANDAL III                              ,NO,+58:01:28,+007:27:06,  10,TG21,20090827,20221031,   22,Hans Olav Hygen                                   
19038,200923,MANDAL                                  ,NO,+58:01:42,+007:27:34,   6,TG21,19310101,19490530,   22,Hans Olav Hygen                                   
19038,201001,MANDAL - EIGEBREKK                      ,NO,+58:00:50,+007:36:30,  10,TG21,19970702,19970730,   22,Hans Olav Hygen                                   
19038,901430,MANDAL III                              ,NO,+58:01:00,+007:27:00,  12, TG5,20100420,20201101,    -,Synoptical message from GTS
19039,199160,RV13 ARDAL                              ,NO,+59:08:58,+006:10:24,   5,TG21,20131015,20220830,   22,Hans Olav Hygen                                   
19039,200924,FISTER                                  ,NO,+59:10:36,+006:04:05,   1,TG21,19540101,19910730,   22,Hans Olav Hygen                                   
19039,901422,FISTER_SIGMUNDSTAD                      ,NO,+59:10:00,+006:01:59,  25, TG5,20080126,20201101,    -,Synoptical message from GTS
19040,199391,TYNSET - HANSMOEN                       ,NO,+62:16:09,+010:43:54, 482,TG21,20020501,20221031,   22,Hans Olav Hygen                                   
19040,200595,TYNSET II                               ,NO,+62:16:51,+010:47:57, 482,TG21,19931116,19991201,   22,Hans Olav Hygen                                   
19040,200909,TYNSET - STOEEN                         ,NO,+62:18:07,+010:50:54, 483,TG21,19770901,19830330,   22,Hans Olav Hygen                                   
19040,200926,TYNSET                                  ,NO,+62:17:45,+010:44:13, 483,TG21,19570101,19770629,   22,Hans Olav Hygen                                   
19040,901265,TYNSET-HANSMOEN                         ,NO,+62:16:00,+010:43:59, 484, TG5,19820113,20201101,    -,Synoptical message from GTS
19041,200645,SKUDENES II                             ,NO,+59:08:56,+005:14:57,   2,TG21,19540101,20051129,   22,Hans Olav Hygen                                   
19041,200794,SKUDENES                                ,NO,+59:08:58,+005:15:38,   7,TG21,19000101,19371230,   22,Hans Olav Hygen                                   
19041,200925,SKUDENES III                            ,NO,+59:08:47,+005:15:00,  10,TG21,19810501,19921030,   22,Hans Olav Hygen                                   
19042,199155,LENANGSSTRAUMEN                         ,NO,+69:53:29,+020:08:18,  45,TG21,20161011,20221031,   22,Hans Olav Hygen                                   
